time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-05T19:29:46.770Z,35.661,-117.5181667,1.07,1.52,ml,20,98,0.08721,0.21,ci,ci38454335,2019-07-05T19:33:25.243Z,"15km ENE of Ridgecrest, CA",earthquake,0.33,0.55,0.15,22,automatic,ci,ci
2019-07-05T19:29:06.141Z,61.4314,-149.9933,40.2,1.4,ml,,,,0.48,ak,ak0198jxg0l2,2019-07-05T19:32:08.811Z,"10km SSW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2019-07-05T19:27:32.380Z,35.5666667,-117.6121667,4.36,1.4,ml,18,86,0.104,0.18,ci,ci38454319,2019-07-05T19:31:16.964Z,"8km SE of Ridgecrest, CA",earthquake,0.33,0.91,0.202,24,automatic,ci,ci
2019-07-05T19:26:50.190Z,35.751,-117.5553333,6.98,1.08,ml,16,87,0.07314,0.18,ci,ci38454311,2019-07-05T19:30:30.701Z,"14km W of Searles Valley, CA",earthquake,0.44,0.84,0.188,12,automatic,ci,ci
2019-07-05T19:24:54.180Z,35.5776667,-117.6186667,11.46,0.71,ml,10,123,0.1107,0.2,ci,ci38454303,2019-07-05T19:28:32.171Z,"7km SE of Ridgecrest, CA",earthquake,0.5,1.26,0.121,9,automatic,ci,ci
2019-07-05T19:23:36.814Z,69.2669,-144.6757,25.89,2.5,ml,,113,0.496,1.24,us,us70004bi7,2019-07-06T15:55:32.040Z,"104km SSW of Kaktovik, Alaska",earthquake,3.3,8.4,0.035,106,reviewed,us,us
2019-07-05T19:23:29.738Z,61.3884,-149.9726,20.4,2.2,ml,,,,0.85,ak,ak0198jxes5p,2019-07-05T19:27:57.521Z,"14km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-07-05T19:22:41.200Z,35.6216667,-117.598,7,1.31,ml,17,112,0.1161,0.2,ci,ci38454295,2019-07-05T19:26:27.468Z,"7km E of Ridgecrest, CA",earthquake,0.38,1.04,0.167,17,automatic,ci,ci
2019-07-05T19:22:21.840Z,35.6455,-117.5453333,3.35,1.09,ml,11,143,0.08974,0.16,ci,ci38454287,2019-07-05T19:26:01.157Z,"12km ENE of Ridgecrest, CA",earthquake,0.37,1.33,0.153,12,automatic,ci,ci
2019-07-05T19:19:17.768Z,62.5492,-150.9935,93.1,0.9,ml,,,,0.53,ak,ak0198jxdwbg,2019-07-05T19:22:35.881Z,"52km WNW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-07-05T19:17:59.370Z,35.6013333,-117.6098333,1.62,1.75,ml,16,94,0.1212,0.21,ci,ci38454279,2019-07-05T19:22:47.818Z,"6km ESE of Ridgecrest, CA",earthquake,0.35,0.68,0.225,13,automatic,ci,ci
2019-07-05T19:17:29.330Z,35.7505,-117.5811667,6.43,2.07,ml,27,66,0.06644,0.15,ci,ci38454271,2019-07-05T19:21:24.130Z,"16km W of Searles Valley, CA",earthquake,0.23,0.68,0.108,25,automatic,ci,ci
2019-07-05T19:16:21.720Z,35.7603333,-117.5676667,0.35,1.03,ml,15,88,0.06038,0.21,ci,ci38454263,2019-07-05T19:20:06.387Z,"15km W of Searles Valley, CA",earthquake,0.36,31.61,0.162,13,automatic,ci,ci
2019-07-05T19:15:15.090Z,35.7418333,-117.5791667,2.58,1.72,ml,26,67,0.07524,0.17,ci,ci38454255,2019-07-05T19:26:14.690Z,"16km NNE of Ridgecrest, CA",earthquake,0.27,0.65,0.167,27,automatic,ci,ci
2019-07-05T19:13:47.710Z,34.1731667,-117.2488333,3.64,1.08,ml,24,93,0.03826,0.28,ci,ci38454247,2019-07-05T19:17:34.090Z,"6km NW of Highland, CA",earthquake,0.52,1.1,0.244,31,automatic,ci,ci
2019-07-05T19:13:28.800Z,35.637001,-117.552002,10.69,1.14,ml,9,135,0.08885,0.06,ci,ci38454239,2019-07-05T19:17:10.536Z,"11km E of Ridgecrest, CA",earthquake,0.49,1.56,0.04,2,automatic,ci,ci
2019-07-05T19:12:46.300Z,35.7786667,-117.6176667,2.84,0.92,ml,12,117,0.04046,0.17,ci,ci38454231,2019-07-05T19:16:30.954Z,"18km NNE of Ridgecrest, CA",earthquake,0.37,0.48,0.088,9,automatic,ci,ci
2019-07-05T19:09:14.540Z,35.6338333,-117.6123333,9.91,1.76,ml,25,65,0.1268,0.16,ci,ci38454223,2019-07-05T19:20:09.520Z,"6km ENE of Ridgecrest, CA",earthquake,0.25,0.73,0.156,26,automatic,ci,ci
2019-07-05T19:08:53.920Z,35.5823333,-117.6183333,10.71,1.17,ml,18,87,0.115,0.18,ci,ci38454215,2019-07-05T19:12:27.683Z,"7km SE of Ridgecrest, CA",earthquake,0.37,0.7,0.165,16,automatic,ci,ci
2019-07-05T19:08:14.120Z,35.7273333,-117.525,4.22,1.23,ml,18,95,0.1061,0.14,ci,ci38454207,2019-07-05T19:11:57.244Z,"12km WSW of Searles Valley, CA",earthquake,0.27,0.82,0.131,13,automatic,ci,ci
2019-07-05T19:07:27.400Z,35.7126667,-117.463,0.66,1.1,ml,16,112,0.1259,0.2,ci,ci38454199,2019-07-05T19:10:56.436Z,"8km SW of Searles Valley, CA",earthquake,0.4,0.75,0.182,11,automatic,ci,ci
2019-07-05T19:05:23.970Z,35.6786667,-117.497,5.46,2.12,ml,24,63,0.09624,0.18,ci,ci38454191,2019-07-05T19:16:01.250Z,"13km SW of Searles Valley, CA",earthquake,0.3,1.52,0.107,25,automatic,ci,ci
2019-07-05T19:04:19.470Z,35.6674995,-117.5276642,4.1,1.53,ml,31,68,0.09683,0.3,ci,ci38454183,2019-07-05T19:08:28.913Z,"14km ENE of Ridgecrest, CA",earthquake,0.44,1.44,0.341,7,automatic,ci,ci
2019-07-05T19:02:52.830Z,35.7496667,-117.5575,1.8,1.11,ml,15,155,0.07352,0.2,ci,ci38454175,2019-07-05T19:06:20.393Z,"14km W of Searles Valley, CA",earthquake,0.44,0.81,0.107,12,automatic,ci,ci
2019-07-05T19:00:48.490Z,35.686,-117.5136667,1.32,1.41,ml,17,148,0.1078,0.17,ci,ci38454167,2019-07-05T19:04:32.786Z,"13km SW of Searles Valley, CA",earthquake,0.34,0.54,0.176,20,automatic,ci,ci
2019-07-05T18:58:32.980Z,35.5783333,-117.6361667,4.48,2.17,ml,32,37,0.1055,0.16,ci,ci38454159,2019-07-05T19:08:52.760Z,"6km SE of Ridgecrest, CA",earthquake,0.2,0.74,0.196,26,automatic,ci,ci
2019-07-05T18:56:37.800Z,35.7158333,-117.5328333,2.41,1.86,ml,25,79,0.1127,0.17,ci,ci38454151,2019-07-05T19:07:48.970Z,"13km WSW of Searles Valley, CA",earthquake,0.24,0.51,0.144,27,automatic,ci,ci
2019-07-05T18:55:40.560Z,35.6146667,-117.4088333,10.87,1.58,ml,14,175,0.05178,0.15,ci,ci38454143,2019-07-05T18:59:26.926Z,"17km S of Trona, CA",earthquake,0.47,0.65,0.259,19,automatic,ci,ci
2019-07-05T18:53:54.410Z,35.6573333,-117.5383333,1.55,1.05,ml,15,142,0.09404,0.22,ci,ci38454135,2019-07-05T18:57:39.278Z,"13km ENE of Ridgecrest, CA",earthquake,0.44,0.6,0.187,10,automatic,ci,ci
2019-07-05T18:52:57.240Z,35.6605,-117.5658333,8.75,1.93,ml,22,75,0.1122,0.2,ci,ci38454127,2019-07-06T04:51:58.318Z,"11km ENE of Ridgecrest, CA",earthquake,0.31,1.14,0.131,26,automatic,ci,ci
2019-07-05T18:52:31.440Z,35.6586667,-117.5226667,1.33,1.45,ml,15,100,0.08725,0.2,ci,ci38454119,2019-07-05T18:56:16.332Z,"14km ENE of Ridgecrest, CA",earthquake,0.34,0.59,0.132,21,automatic,ci,ci
2019-07-05T18:51:34.040Z,35.7058333,-117.5031667,5.68,0.9,ml,6,183,0.1237,0.06,ci,ci38454111,2019-07-06T16:18:10.637Z,"11km SW of Searles Valley, CA",earthquake,0.38,2.32,0.067,5,reviewed,ci,ci
2019-07-05T18:51:13.400Z,35.7233315,-117.4861679,10.54,1.05,ml,8,188,0.1292,0.1,ci,ci38454103,2019-07-05T18:54:53.211Z,"9km WSW of Searles Valley, CA",earthquake,0.96,2.03,0.149,5,automatic,ci,ci
2019-07-05T18:50:23.270Z,35.7369995,-117.5485001,0.32,1.01,ml,14,79,0.0881,0.12,ci,ci38454095,2019-07-05T18:54:07.205Z,"14km WSW of Searles Valley, CA",earthquake,0.44,0.87,0.185,7,automatic,ci,ci
2019-07-05T18:49:18.770Z,35.6673333,-117.5535,4.46,1.52,ml,15,140,0.1097,0.1,ci,ci38454087,2019-07-05T18:53:07.700Z,"12km ENE of Ridgecrest, CA",earthquake,0.22,0.57,0.179,22,automatic,ci,ci
2019-07-05T18:48:47.710Z,35.7605,-117.5771667,4.42,1.09,ml,14,149,0.05755,0.2,ci,ci38454079,2019-07-05T18:52:28.695Z,"16km W of Searles Valley, CA",earthquake,0.55,1.05,0.083,12,automatic,ci,ci
2019-07-05T18:48:13.690Z,35.7531667,-117.5681667,1.04,1.07,ml,16,151,0.06684,0.23,ci,ci38454071,2019-07-05T18:51:57.201Z,"15km W of Searles Valley, CA",earthquake,0.53,0.87,0.072,9,automatic,ci,ci
2019-07-05T18:47:33.470Z,35.5605,-117.6075,6.77,1.03,ml,15,88,0.1011,0.19,ci,ci38454063,2019-07-05T18:51:10.904Z,"9km SE of Ridgecrest, CA",earthquake,0.36,1.13,0.198,10,automatic,ci,ci
2019-07-05T18:46:53.600Z,35.602,-117.5993333,1.35,1.38,ml,9,98,0.1128,0.13,ci,ci38454055,2019-07-05T18:50:39.717Z,"7km ESE of Ridgecrest, CA",earthquake,0.31,0.6,0.063,2,automatic,ci,ci
2019-07-05T18:46:14.410Z,35.731,-117.5661667,1.39,2.04,ml,26,84,0.08832,0.19,ci,ci38454047,2019-07-05T18:56:34.040Z,"15km WSW of Searles Valley, CA",earthquake,0.26,0.49,0.144,27,automatic,ci,ci
2019-07-05T18:45:53.570Z,35.58,-117.6341667,4.07,1.86,ml,24,45,0.1076,0.16,ci,ci38454039,2019-07-05T18:56:31.280Z,"6km SE of Ridgecrest, CA",earthquake,0.22,0.77,0.213,28,automatic,ci,ci
2019-07-05T18:45:00.640Z,35.7148333,-117.5348333,3.46,2.49,ml,30,61,0.1129,0.16,ci,ci38454031,2019-07-06T04:41:28.012Z,"13km WSW of Searles Valley, CA",earthquake,0.24,0.97,0.122,25,automatic,ci,ci
2019-07-05T18:43:42.690Z,35.613,-117.5955,7.19,2.05,ml,28,44,0.1118,0.17,ci,ci38454023,2019-07-05T18:54:25.020Z,"7km E of Ridgecrest, CA",earthquake,0.24,1.44,0.224,27,automatic,ci,ci
2019-07-05T18:41:24.040Z,35.7758333,-117.5595,6.41,2.3,ml,27,84,0.0504,0.13,ci,ci38454015,2019-07-05T18:52:20.990Z,"14km W of Searles Valley, CA",earthquake,0.23,0.58,0.18,26,automatic,ci,ci
2019-07-05T18:41:00.257Z,51.5167,16.1717,11.19,4.7,mb,,29,1.948,0.76,us,us70004bcc,2019-07-06T15:41:00.614Z,"6km W of Rudna, Poland",earthquake,4.8,4,0.059,88,reviewed,us,us
2019-07-05T18:40:30.950Z,35.7251667,-117.5606667,2.79,2.6,ml,30,58,0.09522,0.16,ci,ci38454007,2019-07-05T18:51:16.950Z,"15km WSW of Searles Valley, CA",earthquake,0.23,0.64,0.17,25,automatic,ci,ci
2019-07-05T18:40:23.640Z,35.5998333,-117.5878333,6.18,1.82,ml,22,57,0.1033,0.19,ci,ci38453999,2019-07-05T18:44:16.116Z,"8km ESE of Ridgecrest, CA",earthquake,0.28,1.14,0.215,5,automatic,ci,ci
2019-07-05T18:39:52.530Z,35.7301674,-117.5528336,2.57,1.83,ml,29,58,0.0928,0.13,ci,ci38453991,2019-07-05T18:50:13.210Z,"14km WSW of Searles Valley, CA",earthquake,0.26,0.63,0.219,19,automatic,ci,ci
2019-07-05T18:36:12.080Z,35.6101667,-117.591,4.18,1.26,ml,19,92,0.1076,0.22,ci,ci38453983,2019-07-05T18:39:56.085Z,"8km E of Ridgecrest, CA",earthquake,0.34,1.2,0.161,18,automatic,ci,ci
2019-07-05T18:35:10.160Z,35.6601667,-117.5633333,8.46,1.53,ml,18,121,0.1104,0.16,ci,ci38453975,2019-07-05T18:39:05.081Z,"11km ENE of Ridgecrest, CA",earthquake,0.28,1.15,0.133,13,automatic,ci,ci
2019-07-05T18:34:48.200Z,35.7063332,-117.4781647,1.23,1.53,ml,29,87,0.1203,0.16,ci,ci38453967,2019-07-05T18:38:31.077Z,"10km SW of Searles Valley, CA",earthquake,0.27,0.57,0.188,9,automatic,ci,ci
2019-07-05T18:33:32.420Z,35.7663333,-117.5681667,6.55,1.33,ml,24,83,0.05477,0.13,ci,ci38453959,2019-07-05T19:21:50.165Z,"15km W of Searles Valley, CA",earthquake,0.21,0.48,0.092,14,reviewed,ci,ci
2019-07-05T18:33:12.380Z,35.7268333,-117.547,1.95,1.44,ml,24,77,0.09776,0.21,ci,ci38453951,2019-07-05T18:36:50.481Z,"14km WSW of Searles Valley, CA",earthquake,0.31,0.65,0.176,15,automatic,ci,ci
2019-07-05T18:31:22.900Z,46.8783333333333,-121.924666666667,11.49,1.35,ml,11,94,,0.09,uw,uw61533501,2019-07-05T23:54:32.220Z,"26km E of Eatonville, Washington",earthquake,0.4,0.45,0.217480713905329,7,reviewed,uw,uw
2019-07-05T18:30:12.330Z,35.7498333,-117.5618333,3.11,1.36,ml,23,86,0.07188,0.18,ci,ci38453943,2019-07-05T18:33:51.541Z,"14km W of Searles Valley, CA",earthquake,0.28,0.53,0.102,19,automatic,ci,ci
2019-07-05T18:29:38.110Z,35.6211667,-117.5926667,6.61,1.12,ml,15,97,0.1118,0.16,ci,ci38453935,2019-07-05T18:33:16.705Z,"8km E of Ridgecrest, CA",earthquake,0.31,1.19,0.097,14,automatic,ci,ci
2019-07-05T18:28:48.520Z,35.6425,-117.577,11.85,1.24,ml,15,111,0.109,0.21,ci,ci38453927,2019-07-05T18:32:32.033Z,"9km ENE of Ridgecrest, CA",earthquake,0.4,1.09,0.187,18,automatic,ci,ci
2019-07-05T18:26:06.750Z,35.7455,-117.5478333,6.59,1.13,ml,17,90,0.0809,0.16,ci,ci38453919,2019-07-05T18:29:43.581Z,"13km W of Searles Valley, CA",earthquake,0.32,1.15,0.123,13,automatic,ci,ci
2019-07-05T18:24:32.530Z,35.6858333,-117.5,1.44,1.27,ml,18,104,0.1038,0.19,ci,ci38453903,2019-07-05T18:28:11.059Z,"13km SW of Searles Valley, CA",earthquake,0.33,0.59,0.148,15,automatic,ci,ci
2019-07-05T18:24:24.410Z,35.6266667,-117.6001667,7.24,0.93,ml,12,98,0.1194,0.17,ci,ci38453911,2019-07-05T18:28:32.006Z,"7km E of Ridgecrest, CA",earthquake,0.4,1.94,0.19,8,automatic,ci,ci
2019-07-05T18:24:12.032Z,55.9019,164.2576,10,4.2,mb,,128,4.361,1.09,us,us70004bc6,2019-07-06T15:29:01.040Z,"116km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake,8.7,1.9,0.05,110,reviewed,us,us
2019-07-05T18:22:46.510Z,35.6448333,-117.5393333,6.62,1.4,ml,17,89,0.08566,0.17,ci,ci38453895,2019-07-05T18:26:31.997Z,"13km ENE of Ridgecrest, CA",earthquake,0.32,1.01,0.107,20,automatic,ci,ci
2019-07-05T18:22:35.280Z,35.6678352,-117.4834976,10.01,1.12,ml,7,279,0.1724,0.1,ci,ci38453887,2019-07-05T18:26:17.995Z,"13km SSW of Searles Valley, CA",earthquake,6.72,2.66,0.257,4,automatic,ci,ci
2019-07-05T18:21:15.450Z,35.5845,-117.6153333,6.78,1.01,ml,19,83,0.118,0.12,ci,ci38453879,2019-07-05T18:24:59.984Z,"7km SE of Ridgecrest, CA",earthquake,0.22,0.67,0.188,12,automatic,ci,ci
2019-07-05T18:18:57.940Z,38.8260002,-122.8093338,2.87,0.68,md,12,116,0.002665,0.03,nc,nc73208006,2019-07-05T18:27:05.925Z,"7km NW of The Geysers, CA",earthquake,0.38,0.81,0.23,2,automatic,nc,nc
2019-07-05T18:18:44.810Z,35.6916667,-117.4866667,6.55,1.19,ml,17,107,0.1068,0.2,ci,ci38453871,2019-07-05T18:22:21.970Z,"11km SW of Searles Valley, CA",earthquake,0.47,1.44,0.117,14,automatic,ci,ci
2019-07-05T18:17:20.360Z,35.7683333,-117.5541667,4.71,1,ml,10,147,0.05899,0.17,ci,ci38453855,2019-07-05T18:20:48.610Z,"14km W of Searles Valley, CA",earthquake,0.67,0.52,0.165,12,automatic,ci,ci
2019-07-05T18:16:37.990Z,35.6823333,-117.511,1.93,1.55,ml,22,101,0.1036,0.18,ci,ci38453847,2019-07-05T18:59:52.201Z,"14km SW of Searles Valley, CA",earthquake,0.31,0.68,0.147,14,automatic,ci,ci
2019-07-05T18:16:17.600Z,35.7891667,-117.6095,7.82,1.63,ml,25,70,0.02825,0.19,ci,ci38453839,2019-07-05T18:20:09.956Z,"19km W of Searles Valley, CA",earthquake,0.3,0.68,0.216,27,automatic,ci,ci
2019-07-05T18:13:43.900Z,35.7026667,-117.4723333,11.04,1.21,ml,16,110,0.1162,0.29,ci,ci38453831,2019-07-05T18:17:29.511Z,"10km SW of Searles Valley, CA",earthquake,0.6,1.3,0.167,13,automatic,ci,ci
2019-07-05T18:12:57.495Z,69.1788,-144.6298,19.75,2.8,ml,,103,0.554,0.58,us,us70004bh4,2019-07-06T14:57:26.040Z,"113km SSW of Kaktovik, Alaska",earthquake,2.9,2.2,0.037,96,reviewed,us,us
2019-07-05T18:12:41.700Z,35.7905,-117.607,8.56,1.41,ml,22,70,0.02634,0.18,ci,ci38453823,2019-07-05T18:16:28.167Z,"18km W of Searles Valley, CA",earthquake,0.3,0.69,0.204,20,automatic,ci,ci
2019-07-05T18:09:52.590Z,35.6693333,-117.5243333,2.25,2.71,ml,30,61,0.09692,0.14,ci,ci38453815,2019-07-05T18:20:48.920Z,"15km ENE of Ridgecrest, CA",earthquake,0.2,0.57,0.162,26,automatic,ci,ci
2019-07-05T18:09:27.780Z,35.6056667,-117.5891667,3.85,2.29,ml,32,42,0.1052,0.16,ci,ci38453807,2019-07-05T18:19:45.350Z,"8km ESE of Ridgecrest, CA",earthquake,0.2,0.76,0.175,25,automatic,ci,ci
2019-07-05T18:09:21.470Z,35.5956667,-117.6246667,4.96,1.07,ml,18,81,0.125,0.15,ci,ci38453799,2019-07-05T18:13:33.664Z,"5km ESE of Ridgecrest, CA",earthquake,0.26,0.76,0.121,5,automatic,ci,ci
2019-07-05T18:09:00.379Z,56.0225,164.1159,10,4.9,mb,,57,4.378,1.05,us,us70004bbq,2019-07-06T15:09:20.040Z,"104km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake,6.1,1.8,0.037,227,reviewed,us,us
2019-07-05T18:08:30.070Z,35.646,-117.4676667,0.27,1.4,ml,15,177,0.05954,0.23,ci,ci38453791,2019-07-05T18:12:22.121Z,"15km SSW of Searles Valley, CA",earthquake,0.64,31.61,0.169,18,automatic,ci,ci
2019-07-05T18:07:22.980Z,35.7436667,-117.5393333,12.02,1.1,ml,15,158,0.08608,0.16,ci,ci38453783,2019-07-05T18:11:05.455Z,"12km WSW of Searles Valley, CA",earthquake,0.44,0.82,0.174,12,automatic,ci,ci
2019-07-05T18:06:45.280Z,35.5951667,-117.5988333,4.43,1.04,ml,16,94,0.1117,0.19,ci,ci38453775,2019-07-05T18:10:19.226Z,"8km ESE of Ridgecrest, CA",earthquake,0.35,1.08,0.204,11,automatic,ci,ci
2019-07-05T18:06:35.241Z,58.5532,-153.7155,13.5,1.6,ml,,,,0.48,ak,ak0198jwppr8,2019-07-05T18:13:10.114Z,"109km NW of Kodiak Station, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-05T18:05:52.870Z,35.6218333,-117.589,7.87,1.42,ml,15,109,0.1092,0.16,ci,ci38453767,2019-07-05T18:09:33.589Z,"8km E of Ridgecrest, CA",earthquake,0.4,1.51,0.133,11,automatic,ci,ci
2019-07-05T18:05:16.200Z,35.6701667,-117.5225,6.11,1.92,ml,18,97,0.09687,0.18,ci,ci38453759,2019-07-05T18:16:58.310Z,"15km ENE of Ridgecrest, CA",earthquake,0.33,1.49,0.139,26,automatic,ci,ci
2019-07-05T18:04:59.660Z,35.6885,-117.5058333,0.39,1.81,ml,25,62,0.1078,0.19,ci,ci38453751,2019-07-05T18:08:47.631Z,"13km SW of Searles Valley, CA",earthquake,0.3,0.75,0.136,27,automatic,ci,ci
2019-07-05T18:04:34.520Z,35.6801667,-117.4886667,5.6,1.52,ml,19,107,0.09592,0.17,ci,ci38453743,2019-07-05T18:08:24.581Z,"12km SW of Searles Valley, CA",earthquake,0.31,1.49,0.155,21,automatic,ci,ci
2019-07-05T18:03:29.520Z,35.7098333,-117.4833333,1.67,1.41,ml,21,86,0.1243,0.17,ci,ci38453735,2019-07-05T18:07:05.480Z,"10km SW of Searles Valley, CA",earthquake,0.31,0.58,0.166,16,automatic,ci,ci
2019-07-05T18:02:15.030Z,35.6826667,-117.5041667,2.25,2.22,ml,30,62,0.1019,0.15,ci,ci38453727,2019-07-05T18:13:32.680Z,"13km SW of Searles Valley, CA",earthquake,0.22,0.44,0.172,25,automatic,ci,ci
2019-07-05T17:59:56.220Z,35.7924995,-117.6153336,3.33,3.42,ml,49,53,0.02734,0.15,ci,ci38453719,2019-07-06T19:32:41.349Z,"19km W of Searles Valley, CA",earthquake,0.17,0.46,0.236,21,reviewed,ci,ci
2019-07-05T17:57:12.530Z,35.7163333,-117.4748333,1.51,2.51,ml,30,63,0.13,0.16,ci,ci38453711,2019-07-05T18:08:26.730Z,"9km SW of Searles Valley, CA",earthquake,0.25,0.55,0.146,25,automatic,ci,ci
2019-07-05T17:56:47.210Z,35.6855,-117.5066667,1.41,1.33,ml,17,103,0.1052,0.23,ci,ci38453703,2019-07-05T18:00:22.896Z,"13km SW of Searles Valley, CA",earthquake,0.35,0.86,0.065,12,automatic,ci,ci
2019-07-05T17:56:02.390Z,35.6906667,-117.4745,0.41,1.62,ml,19,111,0.1044,0.19,ci,ci38453695,2019-07-05T17:59:52.440Z,"11km SW of Searles Valley, CA",earthquake,0.35,0.55,0.119,26,automatic,ci,ci
2019-07-05T17:55:46.202Z,61.049,-149.3361,28.3,1.2,ml,,,,0.58,ak,ak0198jwet2x,2019-07-05T17:58:16.588Z,"35km ESE of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-05T17:54:54.640Z,35.6968333,-117.4981667,6.91,2.04,ml,26,84,0.1139,0.17,ci,ci38453687,2019-07-05T18:05:22.100Z,"12km SW of Searles Valley, CA",earthquake,0.28,0.81,0.175,26,automatic,ci,ci
2019-07-05T17:54:42.940Z,35.6126667,-117.5856667,3.98,1.46,ml,22,63,0.104,0.19,ci,ci38453679,2019-07-05T17:58:28.912Z,"8km E of Ridgecrest, CA",earthquake,0.29,1.06,0.217,21,automatic,ci,ci
2019-07-05T17:54:05.130Z,35.5938333,-117.5938333,2.14,1.31,ml,14,93,0.1075,0.24,ci,ci38453671,2019-07-05T17:57:47.892Z,"8km ESE of Ridgecrest, CA",earthquake,0.37,0.78,0.198,19,automatic,ci,ci
2019-07-05T17:53:20.608Z,61.0703,-148.4846,0.1,1.5,ml,,,,0.72,ak,ak0198jweboc,2019-07-05T17:56:35.932Z,"34km NNE of Whittier, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-05T17:53:13.290Z,35.7721667,-117.5588333,6.11,1.25,ml,12,86,0.05366,0.17,ci,ci38453663,2019-07-05T17:56:46.506Z,"14km W of Searles Valley, CA",earthquake,0.42,0.88,0.1,4,automatic,ci,ci
2019-07-05T17:52:31.590Z,35.7451667,-117.5395,3.02,1.5,ml,18,91,0.08476,0.19,ci,ci38453655,2019-07-05T17:56:21.391Z,"12km WSW of Searles Valley, CA",earthquake,0.33,0.59,0.187,22,automatic,ci,ci
2019-07-05T17:52:06.893Z,-3.5144,140.2114,95.98,4.4,mb,,53,7.294,0.87,us,us70004bb5,2019-07-06T14:23:21.040Z,"105km SSW of Abepura, Indonesia",earthquake,6.3,8.2,0.095,34,reviewed,us,us
2019-07-05T17:50:11.020Z,35.7776667,-117.6035,3.02,1.38,ml,19,76,0.0383,0.2,ci,ci38453647,2019-07-05T17:53:45.373Z,"18km W of Searles Valley, CA",earthquake,0.32,0.73,0.126,19,automatic,ci,ci
2019-07-05T17:49:20.730Z,39.3414993,-123.2754974,3.16,1.08,md,5,223,,0.01,nc,nc73207966,2019-07-05T17:59:03.720Z,"10km SE of Willits, CA",earthquake,1.12,7.52,0.11,4,automatic,nc,nc
2019-07-05T17:49:14.950Z,35.7586667,-117.5715,2.22,1.68,ml,26,65,0.06075,0.19,ci,ci38453639,2019-07-05T17:53:00.369Z,"15km W of Searles Valley, CA",earthquake,0.3,0.66,0.164,26,automatic,ci,ci
2019-07-05T17:48:14.790Z,35.5688333,-117.6043333,2.19,1.6,ml,21,95,0.1094,0.24,ci,ci37420741,2019-07-05T19:29:52.454Z,"9km SE of Ridgecrest, CA",earthquake,0.27,0.61,0.13,12,reviewed,ci,ci
2019-07-05T17:48:09.140Z,35.669,-117.522,2.7,1.2,ml,18,66,0.09566,0.14,ci,ci37420733,2019-07-05T19:35:57.610Z,"15km ENE of Ridgecrest, CA",earthquake,0.28,0.59,0.118,7,reviewed,ci,ci
2019-07-05T17:47:46.310Z,35.7513333,-117.5508333,8.39,1.69,ml,28,88,0.07464,0.17,ci,ci38453631,2019-07-05T19:09:53.230Z,"13km W of Searles Valley, CA",earthquake,0.24,0.7,0.13,26,reviewed,ci,ci
2019-07-05T17:47:42.710Z,35.605,-117.5941667,1.16,1.51,ml,15,99,0.1091,0.19,ci,ci38453623,2019-07-05T17:51:26.083Z,"8km ESE of Ridgecrest, CA",earthquake,0.34,0.71,0.365,14,automatic,ci,ci
2019-07-05T17:45:53.100Z,35.7,-117.4833333,10.42,1.07,ml,12,164,0.1146,0.16,ci,ci38453615,2019-07-05T17:49:39.802Z,"10km SW of Searles Valley, CA",earthquake,0.52,0.92,0.134,11,automatic,ci,ci
2019-07-05T17:44:59.278Z,63.2634,-148.3295,68.4,1.8,ml,,,,0.64,ak,ak0198jwch7n,2019-07-05T17:50:43.609Z,"34km ESE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-07-05T17:43:57.960Z,35.7538333,-117.5776667,6.64,1.62,ml,15,82,0.06385,0.11,ci,ci38453607,2019-07-05T17:47:50.001Z,"16km W of Searles Valley, CA",earthquake,0.32,0.66,0.134,10,automatic,ci,ci
2019-07-05T17:43:34.400Z,35.7388333,-117.5531667,9.51,1.62,ml,22,77,0.08479,0.17,ci,ci38453599,2019-07-05T17:47:28.999Z,"14km WSW of Searles Valley, CA",earthquake,0.33,0.78,0.163,24,automatic,ci,ci
2019-07-05T17:42:41.610Z,35.6841667,-117.5106667,8.02,1.12,ml,12,159,0.1051,0.28,ci,ci38453591,2019-07-05T17:46:21.464Z,"13km SW of Searles Valley, CA",earthquake,0.65,2.14,0.119,12,automatic,ci,ci
2019-07-05T17:40:32.900Z,35.7228333,-117.5268333,2.49,2.15,ml,15,96,0.1091,0.19,ci,ci38453583,2019-07-05T17:44:30.856Z,"12km WSW of Searles Valley, CA",earthquake,0.46,0.6,0.279,2,automatic,ci,ci
2019-07-05T17:40:05.500Z,35.7321667,-117.5356667,10.03,2.41,ml,27,59,0.09738,0.16,ci,ci38453575,2019-07-05T17:43:55.852Z,"12km WSW of Searles Valley, CA",earthquake,0.25,0.63,0.171,25,automatic,ci,ci
